"","x","y","z"
"265",-121.376680085,38.312103825,6.10639278462994
"266",-121.376452815,38.312103825,5.8982833811452
"267",-121.376225545,38.312103825,5.72191773583457
"268",-121.375998275,38.312103825,5.57927879278314
"269",-121.375771005,38.312103825,5.47048094834337
"327",-121.385316345,38.311894955,7.6963543730386
"328",-121.385089075,38.311894955,7.67941933563259
"329",-121.384861805,38.311894955,7.66499764468333
"330",-121.384634535,38.311894955,7.65327285091442
"331",-121.384407265,38.311894955,7.64443923874543
"332",-121.384179995,38.311894955,7.63870658006957
"333",-121.383952725,38.311894955,7.6363059535051
"334",-121.383725455,38.311894955,7.63749637437811
"335",-121.383498185,38.311894955,7.64257152993485
"336",-121.383270915,38.311894955,7.65186528159944
"337",-121.383043645,38.311894955,7.66575382680069
"338",-121.382816375,38.311894955,7.68465161394636
"339",-121.382589105,38.311894955,7.70899743335116
"340",-121.382361835,38.311894955,7.73922674002239
"341",-121.382134565,38.311894955,7.77572635662717
"342",-121.381907295,38.311894955,7.81235658952543
"343",-121.381680025,38.311894955,7.86210177263304
"344",-121.381452755,38.311894955,7.91831857232828
"345",-121.381225485,38.311894955,7.98032741247779
"346",-121.380998215,38.311894955,8.04685728993029
"347",-121.380770945,38.311894955,8.11590680170985
"348",-121.380543675,38.311894955,8.18462763320029
"349",-121.380316405,38.311894955,8.24925644819678
"350",-121.380089135,38.311894955,8.30512490068641
"351",-121.379861865,38.311894955,8.34677669885712
"352",-121.379634595,38.311894955,8.36821355712425
"353",-121.379407325,38.311894955,8.36327799790435
"354",-121.379180055,38.311894955,8.32616141665559
"355",-121.378952785,38.311894955,8.25200294409084
"356",-121.378725515,38.311894955,8.13752131121479
"357",-121.378498245,38.311894955,7.98160125022842
"358",-121.378270975,38.311894955,7.7857418255502
"359",-121.378043705,38.311894955,7.55427203794592
"360",-121.377816435,38.311894955,7.29425595762233
"361",-121.377589165,38.311894955,7.01505059716673
"362",-121.377361895,38.311894955,6.72754265601951
"363",-121.377134625,38.311894955,6.41823432357371
"364",-121.376907355,38.311894955,6.14795720900238
"365",-121.376680085,38.311894955,5.88416501965635
"366",-121.376452815,38.311894955,5.66867430633352
"367",-121.376225545,38.311894955,5.4889549393028
"428",-121.385089075,38.311686085,7.66250194708001
"429",-121.384861805,38.311686085,7.64667169294497
"430",-121.384634535,38.311686085,7.63362064818941
"431",-121.384407265,38.311686085,7.62354200451789
"432",-121.384179995,38.311686085,7.61663986327718
"433",-121.383952725,38.311686085,7.61313345925252
"434",-121.383725455,38.311686085,7.61326204527389
"435",-121.383498185,38.311686085,7.61728987249692
"436",-121.383270915,38.311686085,7.62551010928673
"437",-121.383043645,38.311686085,7.6382458035523
"438",-121.382816375,38.311686085,7.65584522379609
"439",-121.382589105,38.311686085,7.67866828526958
"440",-121.382361835,38.311686085,7.70706046292724
"441",-121.382134565,38.311686085,7.74131075050283
"442",-121.381907295,38.311686085,7.77531889253437
"443",-121.381680025,38.311686085,7.82159945832074
"444",-121.381452755,38.311686085,7.87365922303528
"445",-121.381225485,38.311686085,7.93076455204436
"446",-121.380998215,38.311686085,7.99162965208367
"447",-121.380770945,38.311686085,8.0542890859728
"448",-121.380543675,38.311686085,8.11598799813431
"449",-121.380316405,38.311686085,8.17311208628727
"450",-121.380089135,38.311686085,8.22118324876691
"451",-121.379861865,38.311686085,8.25494743679701
"452",-121.379634595,38.311686085,8.26857721490937
"453",-121.379407325,38.311686085,8.25600239124518
"454",-121.379180055,38.311686085,8.21136817694187
"455",-121.378952785,38.311686085,8.12960236404715
"456",-121.378725515,38.311686085,8.00705146648443
"457",-121.378498245,38.311686085,7.84212122121944
"458",-121.378270975,38.311686085,7.63583161321973
"459",-121.378043705,38.311686085,7.39217712885805
"460",-121.377816435,38.311686085,7.11818079900878
"461",-121.377589165,38.311686085,6.82355906911752
"462",-121.377361895,38.311686085,6.49587377152988
"463",-121.377134625,38.311686085,6.19600745768635
"464",-121.376907355,38.311686085,5.91245332287528
"465",-121.376680085,38.311686085,5.63913997057638
"466",-121.376452815,38.311686085,5.41738176910636
"467",-121.376225545,38.311686085,5.23569921541479
"528",-121.385089075,38.311477215,7.64560208109057
"529",-121.384861805,38.311477215,7.62832560349228
"530",-121.384634535,38.311477215,7.61392298237479
"531",-121.384407265,38.311477215,7.60258715717888
"532",-121.384179995,38.311477215,7.59451634013998
"533",-121.383952725,38.311477215,7.58991592775445
"534",-121.383725455,38.311477215,7.58900079281643
"535",-121.383498185,38.311477215,7.59199762816906
"536",-121.383270915,38.311477215,7.59914651459746
"537",-121.383043645,38.311477215,7.61070020933082
"538",-121.382816375,38.311477215,7.62691890078828
"539",-121.382589105,38.311477215,7.648057528245
"540",-121.382361835,38.311477215,7.67434242633238
"541",-121.382134565,38.311477215,7.7059341769889
"542",-121.381907295,38.311477215,7.74287418990196
"543",-121.381680025,38.311477215,7.7787816992449
"544",-121.381452755,38.311477215,7.82568437014032
"545",-121.381225485,38.311477215,7.87665272949052
"546",-121.380998215,38.311477215,7.93038079497499
"547",-121.380770945,38.311477215,7.98494582276759
"548",-121.380543675,38.311477215,8.03770801571337
"549",-121.380316405,38.311477215,8.08524135863106
"550",-121.380089135,38.311477215,8.12331730708935
"551",-121.379861865,38.311477215,8.14696466967819
"552",-121.379634595,38.311477215,8.1506276381969
"553",-121.379407325,38.311477215,8.12843917889538
"554",-121.379180055,38.311477215,8.07461880238001
"555",-121.378952785,38.311477215,7.98399155039156
"556",-121.378725515,38.311477215,7.8526073287898
"557",-121.378498245,38.311477215,7.6784143872603
"558",-121.378270975,38.311477215,7.46190747430454
"559",-121.378043705,38.311477215,7.20663525766983
"560",-121.377816435,38.311477215,6.91942697413377
"561",-121.377589165,38.311477215,6.61020601856722
"562",-121.377361895,38.311477215,6.26771597581985
"563",-121.377134625,38.311477215,5.95359305057522
"564",-121.376907355,38.311477215,5.65742675591357
"565",-121.376680085,38.311477215,5.37548751816332
"566",-121.376452815,38.311477215,5.14838938301229
"627",-121.385316345,38.311268345,7.65054270898669
"628",-121.385089075,38.311268345,7.62902432634392
"629",-121.384861805,38.311268345,7.61029717733393
"630",-121.384634535,38.311268345,7.59455582772611
"631",-121.384407265,38.311268345,7.58199434223646
"632",-121.384179995,38.311268345,7.57280526715377
"633",-121.383952725,38.311268345,7.56717842463298
"634",-121.383725455,38.311268345,7.56529970466492
"635",-121.383498185,38.311268345,7.5673499221047
"636",-121.383270915,38.311268345,7.57350346885813
"637",-121.383043645,38.311268345,7.58392589277376
"638",-121.382816375,38.311268345,7.59876872844913
"639",-121.382589105,38.311268345,7.61815907287589
"640",-121.382361835,38.311268345,7.64218081503995
"641",-121.382134565,38.311268345,7.67084435132115
"642",-121.381907295,38.311268345,7.7040421709181
"643",-121.381680025,38.311268345,7.7353060481887
"644",-121.381452755,38.311268345,7.77634345099961
"645",-121.381225485,38.311268345,7.82030736083107
"646",-121.380998215,38.311268345,7.86587209577454
"647",-121.380770945,38.311268345,7.91116298821499
"648",-121.380543675,38.311268345,7.9536664073933
"649",-121.380316405,38.311268345,7.99016319849724
"650",-121.380089135,38.311268345,8.01670309197988
"651",-121.379861865,38.311268345,8.02863989078664
"652",-121.379634595,38.311268345,8.02074794385447
"653",-121.379407325,38.311268345,7.98743938748065
"654",-121.379180055,38.311268345,7.92309856718945
"655",-121.378952785,38.311268345,7.82254366850625
"656",-121.378725515,38.311268345,7.68161292682479
"657",-121.378498245,38.311268345,7.49784951219216
"658",-121.378270975,38.311268345,7.27122192633152
"659",-121.378043705,38.311268345,7.00476782513059
"660",-121.377816435,38.311268345,6.70500204879151
"661",-121.377589165,38.311268345,6.35814448019921
"662",-121.377361895,38.311268345,6.02555343785828
"663",-121.377134625,38.311268345,5.69776040867093
"664",-121.376907355,38.311268345,5.38947104277236
"665",-121.376680085,38.311268345,5.09957705920128
"666",-121.376452815,38.311268345,4.86776953226167
"726",-121.385543615,38.311059475,7.66195364796279
"727",-121.385316345,38.311059475,7.63617893255689
"728",-121.385089075,38.311059475,7.61311734751608
"729",-121.384861805,38.311059475,7.59297347744045
"730",-121.384634535,38.311059475,7.57594948351843
"731",-121.384407265,38.311059475,7.56224207068015
"732",-121.384179995,38.311059475,7.55203822210649
"733",-121.383952725,38.311059475,7.54550997426217
"734",-121.383725455,38.311059475,7.54280877455076
"735",-121.383498185,38.311059475,7.54406013912722
"736",-121.383270915,38.311059475,7.54935922899363
"737",-121.383043645,38.311059475,7.5587674097017
"738",-121.382816375,38.311059475,7.57230880555948
"739",-121.382589105,38.311059475,7.5899645123215
"740",-121.382361835,38.311059475,7.61166096560904
"741",-121.382134565,38.311059475,7.63724851925372
"742",-121.381907295,38.311059475,7.6664668771206
"743",-121.381680025,38.311059475,7.69889553341964
"744",-121.381452755,38.311059475,7.72753492636843
"745",-121.381225485,38.311059475,7.76401226065775
"746",-121.380998215,38.311059475,7.80086445296319
"747",-121.380770945,38.311059475,7.83626938884907
"748",-121.380543675,38.311059475,7.86784141345797
"749",-121.380316405,38.311059475,7.89256850143645
"750",-121.380089135,38.311059475,7.90678026675103
"751",-121.379861865,38.311059475,7.90616301860616
"752",-121.379634595,38.311059475,7.88584035370221
"753",-121.379407325,38.311059475,7.84053969764823
"754",-121.379180055,38.311059475,7.76486637057478
"755",-121.378952785,38.311059475,7.65370553370091
"756",-121.378725515,38.311059475,7.50276506474285
"757",-121.378498245,38.311059475,7.30925314602691
"758",-121.378270975,38.311059475,7.0726470047656
"759",-121.378043705,38.311059475,6.79545225064365
"760",-121.377816435,38.311059475,6.459255613631
"761",-121.377589165,38.311059475,6.12409495888148
"762",-121.377361895,38.311059475,5.77831081381887
"763",-121.377134625,38.311059475,5.43738108866719
"764",-121.376907355,38.311059475,5.11733431823928
"765",-121.376680085,38.311059475,4.81991952950918
"766",-121.376452815,38.311059475,4.58369725778851
"825",-121.385770885,38.310850605,7.68025972263899
"826",-121.385543615,38.310850605,7.65022295934611
"827",-121.385316345,38.310850605,7.62281852657684
"828",-121.385089075,38.310850605,7.59826531442112
"829",-121.384861805,38.310850605,7.57678055051264
"830",-121.384634535,38.310850605,7.55857606870285
"831",-121.384407265,38.310850605,7.54385226755198
"832",-121.384179995,38.310850605,7.53278973026775
"833",-121.383952725,38.310850605,7.52553898103338
"834",-121.383725455,38.310850605,7.52220951153471
"835",-121.383498185,38.310850605,7.52285982660573
"836",-121.383270915,38.310850605,7.52749045935043
"837",-121.383043645,38.310850605,7.5360412660806
"838",-121.382816375,38.310850605,7.54839262367731
"839",-121.382589105,38.310850605,7.56436775179949
"840",-121.382361835,38.310850605,7.58373120810342
"841",-121.382134565,38.310850605,7.60617777432414
"842",-121.381907295,38.310850605,7.63130704152487
"843",-121.381680025,38.310850605,7.65858161537318
"844",-121.381452755,38.310850605,7.68726990154667
"845",-121.381225485,38.310850605,7.7097348137794
"846",-121.380998215,38.310850605,7.73777041818548
"847",-121.380770945,38.310850605,7.76321302473232
"848",-121.380543675,38.310850605,7.78379933527915
"849",-121.380316405,38.310850605,7.79671078589909
"850",-121.380089135,38.310850605,7.798538228028
"851",-121.379861865,38.310850605,7.78528201808525
"852",-121.379634595,38.310850605,7.75240369818659
"853",-121.379407325,38.310850605,7.69494964503967
"854",-121.379180055,38.310850605,7.60777150843347
"855",-121.378952785,38.310850605,7.48587125237461
"856",-121.378725515,38.310850605,7.32489623035924
"857",-121.378498245,38.310850605,7.1217953657498
"858",-121.378270975,38.310850605,6.87561302787501
"859",-121.378043705,38.310850605,6.58833714746094
"860",-121.377816435,38.310850605,6.24090851778021
"861",-121.377589165,38.310850605,5.89435202115775
"862",-121.377361895,38.310850605,5.53624949065633
"863",-121.377134625,38.310850605,5.18285891229987
"864",-121.376907355,38.310850605,4.85146850449163
"865",-121.376680085,38.310850605,4.54682531236236
"925",-121.385770885,38.310641735,7.67154602725199
"926",-121.385543615,38.310641735,7.63979671227878
"927",-121.385316345,38.310641735,7.61082736264883
"928",-121.385089075,38.310641735,7.58487293693743
"929",-121.384861805,38.310641735,7.5621654945249
"930",-121.384634535,38.310641735,7.54292795848273
"931",-121.384407265,38.310641735,7.52736425872119
"932",-121.384179995,38.310641735,7.51564581066972
"933",-121.383952725,38.310641735,7.50789518372977
"934",-121.383725455,38.310641735,7.50416905181943
"935",-121.383498185,38.310641735,7.50444374315981
"936",-121.383270915,38.310641735,7.50860721580735
"937",-121.383043645,38.310641735,7.51646024504553
"938",-121.382816375,38.310641735,7.52772662937262
"939",-121.382589105,38.310641735,7.54206801283935
"940",-121.382361835,38.310641735,7.55909535468841
"941",-121.382134565,38.310641735,7.57836820767961
"942",-121.381907295,38.310641735,7.59937554242159
"943",-121.381680025,38.310641735,7.62149664109136
"944",-121.381452755,38.310641735,7.64394523422198
"945",-121.381225485,38.310641735,7.65891939028087
"946",-121.380998215,38.310641735,7.67840722226464
"947",-121.380770945,38.310641735,7.6942649199842
"948",-121.380543675,38.310641735,7.7043405595314
"949",-121.380316405,38.310641735,7.70598627116781
"950",-121.380089135,38.310641735,7.69602280061159
"951",-121.379861865,38.310641735,7.6707298772192
"952",-121.379634595,38.310641735,7.62587620532108
"953",-121.379407325,38.310641735,7.55680881940597
"954",-121.379180055,38.310641735,7.45862840625124
"955",-121.378952785,38.310641735,7.32648336163079
"956",-121.378725515,38.310641735,7.15601704676041
"957",-121.378498245,38.310641735,6.9439932402782
"958",-121.378270975,38.310641735,6.68909487472029
"959",-121.378043705,38.310641735,6.3662215219546
"960",-121.377816435,38.310641735,6.03575692326244
"961",-121.377589165,38.310641735,5.67917692271158
"962",-121.377361895,38.310641735,5.31007260745244
"963",-121.377134625,38.310641735,4.9453077915447
"964",-121.376907355,38.310641735,4.60329608291546
"965",-121.376680085,38.310641735,4.29177067826064
"1025",-121.385770885,38.310432865,7.66439779471152
"1026",-121.385543615,38.310432865,7.63100796442962
"1027",-121.385316345,38.310432865,7.60057208420502
"1028",-121.385089075,38.310432865,7.57334323881245
"1029",-121.384861805,38.310432865,7.54956977662317
"1030",-121.384634535,38.310432865,7.52948584344066
"1031",-121.384407265,38.310432865,7.51329671022159
"1032",-121.384179995,38.310432865,7.50115893434071
"1033",-121.383952725,38.310432865,7.49315687874173
"1034",-121.383725455,38.310432865,7.48927917049267
"1035",-121.383498185,38.310432865,7.48940068373406
"1036",-121.383270915,38.310432865,7.49327633530113
"1037",-121.383043645,38.310432865,7.50055095599422
"1038",-121.382816375,38.310432865,7.51078424427967
"1039",-121.382589105,38.310432865,7.52348289249233
"1040",-121.382361835,38.310432865,7.53812689478888
"1041",-121.382134565,38.310432865,7.55417710517056
"1042",-121.381907295,38.310432865,7.5710567527692
"1043",-121.381680025,38.310432865,7.58810780646124
"1044",-121.381452755,38.310432865,7.60452956890009
"1045",-121.381225485,38.310432865,7.61930919801025
"1046",-121.380998215,38.310432865,7.62388433288706
"1047",-121.380770945,38.310432865,7.63088785167773
"1048",-121.380543675,38.310432865,7.63134470745545
"1049",-121.380316405,38.310432865,7.62275007336458
"1050",-121.380089135,38.310432865,7.60211695677974
"1051",-121.379861865,38.310432865,7.56596183904382
"1052",-121.379634595,38.310432865,7.51031985639659
"1053",-121.379407325,38.310432865,7.43080831438083
"1054",-121.379180055,38.310432865,7.32276587251354
"1055",-121.378952785,38.310432865,7.18150310199037
"1056",-121.378725515,38.310432865,7.00270488325586
"1057",-121.378498245,38.310432865,6.78301991479687
"1058",-121.378270975,38.310432865,6.49175427590056
"1059",-121.378043705,38.310432865,6.19027122130512
"1060",-121.377816435,38.310432865,5.85269524060831
"1061",-121.377589165,38.310432865,5.4880970653602
"1062",-121.377361895,38.310432865,5.10998270493425
"1063",-121.377134625,38.310432865,4.73560317504552
"1064",-121.376907355,38.310432865,4.38428196572442
"1125",-121.385770885,38.310223995,7.65910393129723
"1126",-121.385543615,38.310223995,7.6241718472368
"1127",-121.385316345,38.310223995,7.59239575493811
"1128",-121.385089075,38.310223995,7.56404815124246
"1129",-121.384861805,38.310223995,7.53939387995195
"1130",-121.384634535,38.310223995,7.51867652989919
"1131",-121.384407265,38.310223995,7.50209777438392
"1132",-121.384179995,38.310223995,7.48978995952786
"1133",-121.383952725,38.310223995,7.48178456505953
"1134",-121.383725455,38.310223995,7.47798231285458
"1135",-121.383498185,38.310223995,7.47813360242149
"1136",-121.383270915,38.310223995,7.48183853709069
"1137",-121.383043645,38.310223995,7.48857186876245
"1138",-121.382816375,38.310223995,7.49772936701087
"1139",-121.382589105,38.310223995,7.50868163369125
"1140",-121.382361835,38.310223995,7.52081520801877
"1141",-121.382134565,38.310223995,7.53354354054755
"1142",-121.381907295,38.310223995,7.54628114840854
"1143",-121.381680025,38.310223995,7.55838686329625
"1144",-121.381452755,38.310223995,7.56908996895157
"1145",-121.381225485,38.310223995,7.57741369541586
"1146",-121.380998215,38.310223995,7.57461577384349
"1147",-121.380770945,38.310223995,7.5737533278586
"1148",-121.380543675,38.310223995,7.56579041521077
"1149",-121.380316405,38.310223995,7.54833583001345
"1150",-121.380089135,38.310223995,7.51855543160616
"1151",-121.379861865,38.310223995,7.47315762821117
"1152",-121.379634595,38.310223995,7.40840003707237
"1153",-121.379407325,38.310223995,7.32013503912829
"1154",-121.379180055,38.310223995,7.20392156163978
"1155",-121.378952785,38.310223995,7.05524015108733
"1156",-121.378725515,38.310223995,6.86985523119557
"1157",-121.378498245,38.310223995,6.64436659316217
"1158",-121.378270975,38.310223995,6.34705981344735
"1159",-121.378043705,38.310223995,6.04122139900775
"1160",-121.377816435,38.310223995,5.69905121501011
"1161",-121.377589165,38.310223995,5.32917240103914
"1162",-121.377361895,38.310223995,4.94484546889939
"1163",-121.377134625,38.310223995,4.56345556478939
"1224",-121.385998155,38.310015125,7.69537032593161
"1225",-121.385770885,38.310015125,7.65591995455594
"1226",-121.385543615,38.310015125,7.61956168802298
"1227",-121.385316345,38.310015125,7.5865888861186
"1228",-121.385089075,38.310015125,7.55729347773747
"1229",-121.384861805,38.310015125,7.53195521988001
"1230",-121.384634535,38.310015125,7.51082291590634
"1231",-121.384407265,38.310015125,7.49408651213576
"1232",-121.384179995,38.310015125,7.48184092974536
"1233",-121.383952725,38.310015125,7.4740459228841
"1234",-121.383725455,38.310015125,7.47049077416733
"1235",-121.383498185,38.310015125,7.47077645516298
"1236",-121.383270915,38.310015125,7.47432777224237
"1237",-121.383043645,38.310015125,7.48044091028434
"1238",-121.382816375,38.310015125,7.48835795224464
"1239",-121.382589105,38.310015125,7.49734534795265
"1240",-121.382361835,38.310015125,7.50674720403335
"1241",-121.382134565,38.310015125,7.51599212229549
"1242",-121.381907295,38.310015125,7.52455025091281
"1243",-121.381680025,38.310015125,7.5318546289975
"1244",-121.381452755,38.310015125,7.53720895889253
"1245",-121.381225485,38.310015125,7.53970128054852
"1246",-121.380998215,38.310015125,7.53813436741229
"1247",-121.380770945,38.310015125,7.52285740781241
"1248",-121.380543675,38.310015125,7.50788837984348
"1249",-121.380316405,38.310015125,7.48320472625879
"1250",-121.380089135,38.310015125,7.44608664914426
"1251",-121.379861865,38.310015125,7.39339076134663
"1252",-121.379634595,38.310015125,7.32155388676127
"1253",-121.379407325,38.310015125,7.22662783762202
"1254",-121.379180055,38.310015125,7.10437196160845
"1255",-121.378952785,38.310015125,6.95044065878263
"1256",-121.378725515,38.310015125,6.76071108655359
"1257",-121.378498245,38.310015125,6.49852770236753
"1258",-121.378270975,38.310015125,6.23126302158905
"1259",-121.378043705,38.310015125,5.92387211777842
"1260",-121.377816435,38.310015125,5.58024300905608
"1261",-121.377589165,38.310015125,5.20851876910745
"1262",-121.377361895,38.310015125,4.82156741566996
"1263",-121.377134625,38.310015125,4.43663928324573
"1324",-121.385998155,38.309806255,7.6960352648706
"1325",-121.385770885,38.309806255,7.65504687679278
"1326",-121.385543615,38.309806255,7.61738343684611
"1327",-121.385316345,38.309806255,7.58335849165244
"1328",-121.385089075,38.309806255,7.55328161550762
"1329",-121.384861805,38.309806255,7.52744361787252
"1330",-121.384634535,38.309806255,7.50609151564706
"1331",-121.384407265,38.309806255,7.4893922280263
"1332",-121.384179995,38.309806255,7.47738677622558
"1333",-121.383952725,38.309806255,7.46994161215908
"1334",-121.383725455,38.309806255,7.46670979951636
"1335",-121.383498185,38.309806255,7.46711934024629
"1336",-121.383270915,38.309806255,7.47040430465972
"1337",-121.383043645,38.309806255,7.47568268066148
"1338",-121.382816375,38.309806255,7.48206468470758
"1339",-121.382589105,38.309806255,7.48875657410583
"1340",-121.382361835,38.309806255,7.4951208853794
"1341",-121.382134565,38.309806255,7.50066976183594
"1342",-121.381907295,38.309806255,7.50499484241533
"1343",-121.381680025,38.309806255,7.50765897208904
"1344",-121.381452755,38.309806255,7.50808138863138
"1345",-121.381225485,38.309806255,7.50544033806707
"1346",-121.380998215,38.309806255,7.49860358306598
"1347",-121.380770945,38.309806255,7.47767858859216
"1348",-121.380543675,38.309806255,7.45726094150356
"1349",-121.380316405,38.309806255,7.4271466660788
"1350",-121.380089135,38.309806255,7.38469394468793
"1351",-121.379861865,38.309806255,7.32686642485132
"1352",-121.379634595,38.309806255,7.25023924665375
"1353",-121.379407325,38.309806255,7.1510295267918
"1354",-121.379180055,38.309806255,7.02517712616134
"1355",-121.378952785,38.309806255,6.86851208192608
"1356",-121.378725515,38.309806255,6.64010685498627
"1357",-121.378498245,38.309806255,6.41329642008027
"1358",-121.378270975,38.309806255,6.14687603507095
"1359",-121.378043705,38.309806255,5.8411663961518
"1360",-121.377816435,38.309806255,5.49968725149426
"1361",-121.377589165,38.309806255,5.13009289828378
"1362",-121.377361895,38.309806255,4.74473535689107
